tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,label
1.151968202,1.551858553,1.884701421,2.782361063,2.805660762,-0.827599503,-1.23315729,-0.744903969,0.183299187,0.83289825,0.595862831,0.912097917,-0.006205459,stable
4.255286593,2.700133988,5.551202297,5.912014541,3.295613241,-1.576898294,-0.647561909,-1.071153037,0.133102576,0.340736199,0.157524827,0.207827963,-0.045992217,stable
6.51709286,1.390877127,3.92542881,3.555288065,3.38415506,-1.192032138,-0.857827961,-1.334294961,0.186099295,0.310674618,0.747465594,0.223460334,-0.039610624,stable
6.822469898,2.171392356,6.496915539,7.49094495,4.815848379,-1.565467559,-1.784928311,-1.465452509,0.53460441,0.719611845,0.495036223,0.372501751,0.027206089,unstable
5.316879836,4.924062483,7.905847949,9.845355526,3.722816812,-1.49257935,-0.913422114,-1.316815348,0.256295152,0.467053074,0.220590651,0.732429566,0.029205066,unstable
7.45745835,0.76189301,4.802276126,5.150475872,3.595002153,-0.760665772,-1.67956334,-1.154773041,0.19437299,0.642698802,0.390614915,0.60864768,-0.026005753,stable
9.447243687,7.653405869,5.179977285,7.064941778,5.152079233,-1.793163271,-1.516174308,-1.842741654,0.311201375,0.520865266,0.237679039,0.775776874,0.047660158,unstable
4.911202954,7.060475119,5.469043609,3.179358606,3.58209241,-1.251078148,-0.582855274,-1.748158988,0.739512844,0.955729114,0.426359232,0.515329449,0.071268263,unstable
4.473149992,6.133442654,9.584951897,4.737487979,4.240450149,-1.66504068,-1.88116479,-0.694244678,0.816153187,0.765626581,0.398254932,0.356318243,0.055258855,unstable
4.725784454,5.409729369,3.426883247,9.562538756,3.545383632,-1.129985945,-0.757857242,-1.657540445,0.524445336,0.769604272,0.532963367,0.1989447,0.032917717,unstable
9.103012669,7.336731644,2.382752917,5.290002885,3.932124144,-1.481018841,-1.496032022,-0.955073281,0.231087468,0.536201864,0.373232954,0.263066994,-0.004886204,stable
7.43083614,1.613818992,8.606701628,5.233846391,3.74266535,-1.418013058,-1.13213959,-1.192512702,0.75123723,0.10474335,0.406247321,0.422951021,0.030703089,unstable
9.482111426,4.878427778,0.720685476,4.343808305,3.414305948,-1.091372547,-0.815900769,-1.507032631,0.856118036,0.67811868,0.681830946,0.489461025,0.008767636,unstable
0.766000999,1.137078967,0.558764131,3.944247057,3.93135096,-0.752853936,-1.823079145,-1.35541788,0.487623272,0.355671845,0.460274007,0.261434188,-0.050758012,stable
7.676118887,3.007743131,0.792345192,9.238644852,3.568215246,-0.856491204,-1.859295534,-0.852428508,0.845680934,0.806639747,0.846788394,0.294776866,-0.010029984,stable
4.53826025,3.358500658,1.676125482,7.719179543,4.06112057,-0.524208595,-1.936803351,-1.600108624,0.303554877,0.752701112,0.152983924,0.685393238,0.009984637,unstable
7.140551562,9.232084275,1.95994538,4.573262082,4.799174984,-1.966939505,-0.914318125,-1.917917354,0.835889115,0.982374362,0.831430731,0.58526176,0.057294023,unstable
5.966953544,7.300131862,9.71014666,8.326231548,4.279199937,-1.083265947,-1.970785479,-1.225148512,0.223898013,0.592867606,0.455700672,0.705102197,0.055575432,unstable
4.589187017,0.596053339,7.842773497,3.127149968,4.972864935,-1.693805458,-1.682369467,-1.59669001,0.924140198,0.520757539,0.885283776,0.176833306,0.021607115,unstable
7.978246846,5.394420004,4.006896108,7.879308731,4.136645247,-1.600569761,-0.615555317,-1.920520169,0.819335949,0.26490415,0.111616493,0.183026274,0.01902869,unstable
2.181457496,3.268718558,5.881880785,4.779999577,4.947338931,-1.918411159,-1.474101426,-1.554826347,0.062642339,0.649065482,0.374760249,0.089459745,-0.045053139,stable
7.605735349,6.542768303,1.080296665,6.73660215,3.304086976,-0.582382307,-1.388242167,-1.333462503,0.913240696,0.441274172,0.184794083,0.875051142,0.064632312,unstable
8.268823433,3.146526524,4.168633432,7.381392068,3.882704681,-0.830622188,-1.839656601,-1.212425892,0.818732269,0.354659262,0.812763927,0.534256682,0.056497348,unstable
0.893590421,3.039521184,5.817097412,5.337596832,5.040884887,-1.73667551,-1.863097337,-1.44111204,0.731789868,0.225786189,0.261024289,0.856226481,-0.01563707,stable
7.439196877,9.317105596,7.473608318,3.076469955,4.295052,-1.950977355,-1.247587081,-1.096487564,0.841248023,0.200630473,0.385416883,0.631473888,0.037726372,unstable
3.505715871,7.495285216,1.727640796,8.306475903,3.168686296,-0.95873863,-0.856386056,-1.35356161,0.528878247,0.40344947,0.360981501,0.156045774,-0.030098581,stable
0.840726705,9.436517231,1.075794819,5.512050061,4.028114255,-1.662556483,-1.345247701,-1.020310071,0.915449131,0.724659588,0.328436678,0.673762491,-0.027371996,stable
9.58343545,1.936186407,4.508030404,8.392571332,3.706418278,-0.689762585,-1.682083111,-1.334572582,0.057226976,0.059347914,0.308447576,0.466907202,-0.031143757,stable
8.837005701,4.648390652,3.03551576,4.470720936,3.970484645,-1.804734487,-0.877084327,-1.28866583,0.34369492,0.188445727,0.351593074,0.357155544,-0.029848358,stable
8.843714828,7.757041983,7.909535485,6.056500738,3.021162629,-0.851321037,-1.337501294,-0.832340298,0.752417484,0.706104101,0.67625157,0.946997072,0.094890966,unstable
7.914895826,8.149244197,7.564966147,8.08243363,4.067019382,-0.8262765,-1.710417358,-1.530325525,0.982512192,0.567083486,0.111227229,0.6608915,0.072626271,unstable
5.983927549,4.906440914,9.818143476,9.986288673,3.926388582,-1.275344784,-1.047432522,-1.603611275,0.799949196,0.141101285,0.245825039,0.640431549,0.039814222,unstable
6.70143252,4.514274091,9.492714616,9.817977041,4.474488863,-1.192194233,-1.767415875,-1.514878755,0.697374399,0.900230867,0.215533554,0.160918273,0.038306458,unstable
8.744648758,8.736743494,9.015626594,6.930884913,4.568498814,-1.133048667,-1.694065044,-1.741385104,0.443456007,0.444988715,0.47268476,0.099363404,0.034626576,unstable
3.595423073,2.410315415,8.757113323,9.261173244,2.698003365,-1.293386055,-0.74738896,-0.65722835,0.631836965,0.601635019,0.674372048,0.656530485,0.032679601,unstable
7.467172447,5.00439901,8.00781959,2.878739603,2.103534486,-0.899960722,-0.522550611,-0.681023153,0.522263182,0.522575583,0.066489533,0.17908175,-0.003942384,stable
5.075734399,5.526883387,1.661375595,2.081270596,3.532168001,-1.578553807,-1.41932112,-0.534293074,0.818973319,0.305037616,0.295798376,0.336659912,-0.005517765,stable
2.673685025,1.191889208,8.476566969,1.76226631,4.284713345,-0.76892474,-1.682629205,-1.8331594,0.827236597,0.214814501,0.613428567,0.77527191,-0.039379646,stable
7.85996514,3.267539051,9.77665488,6.538293502,3.349878657,-1.337714495,-1.43611496,-0.576049201,0.734077146,0.604732802,0.314029311,0.57338671,0.046667315,unstable
2.425847653,5.022416104,2.899963748,2.559783428,2.809742078,-0.914101348,-1.27285088,-0.62278985,0.327341938,0.479122518,0.78985297,0.212899262,-0.011746719,stable
3.294029951,7.982916336,1.387693463,2.069718084,2.990408832,-1.065574491,-1.209187375,-0.715646966,0.585785951,0.611511613,0.365858547,0.307512158,-0.028373678,stable
0.911235724,8.279886639,9.464767653,4.695938572,5.559495962,-1.731437002,-1.972183268,-1.855875692,0.151153906,0.773194128,0.330065335,0.111770161,0.010695601,unstable
9.80760115,7.792853346,1.487738766,3.078812854,4.589331086,-0.946667695,-1.651814353,-1.990849037,0.681062714,0.120275446,0.306333377,0.589344107,-0.016302992,stable
5.778625795,2.809611134,5.903978158,9.844729827,3.712159524,-0.715264485,-1.895436908,-1.101458131,0.102087169,0.669321471,0.666607711,0.309198355,0.001447308,unstable
8.772053146,1.800987155,4.975620915,3.122264087,2.728232902,-0.566893594,-0.658223188,-1.50311612,0.7396521,0.220127681,0.995129308,0.660422194,0.041008188,unstable
2.71330419,0.880151064,7.508166236,6.578260818,3.537137727,-1.107140027,-1.429910453,-1.000087246,0.277146218,0.110814907,0.742547892,0.155697781,-0.013529095,stable
7.02874038,1.179548325,6.906374014,2.722901371,4.818713222,-1.654275956,-1.365547885,-1.798889382,0.078140519,0.797552458,0.172564924,0.388942839,-0.038507466,stable
7.102854647,6.054794662,2.200879361,6.233976885,3.232162666,-1.067867436,-1.41440362,-0.74989161,0.494363118,0.386994833,0.471508339,0.723098909,0.037962655,unstable
2.905183855,3.220056166,7.299032082,6.373638789,4.340311254,-1.260926665,-1.714414964,-1.364969625,0.668338835,0.52953674,0.972146396,0.933719931,0.076405314,unstable
9.159106054,3.670012969,3.717425907,2.915905305,3.878136993,-0.99890624,-1.118498924,-1.76073183,0.451894501,0.174613468,0.536715918,0.28097503,-0.02664133,stable
3.036470848,9.500909914,8.171391987,6.723805881,3.844956115,-0.841337994,-1.081085386,-1.922532734,0.461139152,0.736698526,0.129327546,0.405164035,0.022469451,unstable
6.629160487,8.142382245,5.069466356,4.2015497,2.99015495,-0.688941092,-1.034151478,-1.267062381,0.931859575,0.469264956,0.178716989,0.716041775,0.059358673,unstable
9.081007541,9.861482176,8.578244393,3.006405422,3.758944962,-1.752541228,-1.28222327,-0.724180464,0.88687807,0.630460059,0.348931156,0.329131502,0.054079446,unstable
9.343107806,6.923757665,9.49585545,1.471886964,4.137919406,-1.500907572,-1.907411443,-0.729600391,0.336490541,0.259995731,0.29248782,0.178851597,-0.010173582,stable
8.034730906,0.957308027,9.955067343,1.403351712,4.937157055,-1.404073013,-1.922614813,-1.61046923,0.189037235,0.190819198,0.281543546,0.451780043,-0.037678842,stable
0.923945187,6.668316098,9.758160481,9.810570076,2.698155346,-0.565709899,-1.468811168,-0.663634279,0.060366932,0.295063107,0.173777819,0.412857031,-0.009364899,stable
7.275039638,6.370042856,7.049234077,6.20882583,3.464339205,-0.971222971,-1.25702598,-1.236090254,0.142058636,0.310276382,0.320836218,0.159939592,-0.016081659,stable
1.823311389,3.201367225,8.175667514,8.691521418,3.605753886,-1.716194788,-0.890279809,-0.99927929,0.083785641,0.14065147,0.723572558,0.74170578,0.034362133,unstable
3.438698987,2.608260301,4.0556791,5.411915193,4.740239827,-1.903170016,-1.790750782,-1.046319029,0.117708658,0.555304757,0.124947451,0.538436687,-0.034066221,stable
4.290012359,7.749637077,1.49601948,2.643693468,3.670281992,-1.097269722,-0.967653165,-1.605359104,0.690558396,0.346200363,0.695933064,0.369120826,-0.022448273,stable
6.367605205,2.970008452,7.436203586,9.444826451,2.346671816,-0.726633036,-0.92534895,-0.69468983,0.366289323,0.702889821,0.826546971,0.245513904,0.036788542,unstable
7.835116214,7.63242927,3.13044924,2.587835399,4.471877166,-1.660014838,-1.777930489,-1.033931839,0.42513754,0.682799292,0.509117405,0.310126514,0.019844727,unstable
9.993960677,5.65753958,9.383102211,9.390915016,3.228441847,-1.286353327,-0.910507118,-1.031581401,0.941400658,0.271721268,0.103172244,0.377673076,0.04258598,unstable
4.076750739,8.70746362,5.626887453,7.83684266,4.085785296,-1.552061199,-1.133880931,-1.399843166,0.132699167,0.59749901,0.346744,0.395304595,0.024362717,unstable
9.978131605,2.956472853,4.387625216,8.411477788,3.888172926,-1.094209259,-1.363583015,-1.430380652,0.089808866,0.418670046,0.983439938,0.730518278,0.033558769,unstable
4.321402435,4.048169475,7.057649795,4.06329127,3.333564503,-1.382767163,-1.065241303,-0.885556037,0.63563695,0.521986107,0.557061586,0.13532388,0.027904235,unstable
9.319420674,0.990444851,1.858897113,8.810012969,4.687029123,-1.226710044,-1.763595558,-1.696723522,0.293890923,0.081581096,0.084223059,0.199795457,-0.041552781,stable
4.598960838,2.482637956,1.622809574,1.867529657,3.70024322,-1.979375374,-0.623618623,-1.097249223,0.614100141,0.346509479,0.51909911,0.404390067,-0.023045327,stable
5.102567639,3.855255331,7.727725658,7.607914331,3.202338735,-1.122145012,-1.032257204,-1.047936519,0.121027916,0.388764064,0.202101177,0.99084539,0.031501025,unstable
4.142024003,8.556392187,3.336799779,3.306441732,3.80331525,-1.620618879,-1.12140808,-1.06128829,0.23271787,0.659618954,0.888085954,0.209897792,0.009419846,unstable
9.261410097,8.690981485,3.894007779,2.572368597,3.173683763,-1.072776768,-0.809994231,-1.290912765,0.610547518,0.734434884,0.795811363,0.054113363,0.042597165,unstable
9.634025301,6.376854026,9.36974145,7.450477192,4.193527496,-0.872577012,-1.508982384,-1.811968101,0.970203691,0.108603059,0.73105398,0.39173051,0.065276094,unstable
3.076350542,1.612202415,7.181649764,1.038716793,3.703856884,-1.836796443,-1.319918076,-0.547142365,0.534140384,0.972637001,0.726987891,0.69106734,-0.038669144,stable
7.756447783,5.879377427,0.941872695,4.755801848,5.814128632,-1.865863862,-1.995156512,-1.953108259,0.492671095,0.624345134,0.106596213,0.228592565,0.009207959,unstable
5.717978952,2.487869127,1.675944068,5.963215854,2.554990233,-1.153326756,-0.710572153,-0.691091324,0.125112253,0.194485237,0.52777311,0.342550162,-0.044915706,stable
6.848637528,8.896306083,6.208011489,9.690768109,4.243576178,-1.952266724,-1.407110114,-0.88419934,0.808012975,0.532315383,0.800843633,0.231340347,0.069738371,unstable
3.841975605,6.475663715,8.133567655,0.875037799,4.537393197,-1.422611397,-1.957640382,-1.157141418,0.360197514,0.543757899,0.723875055,0.232706402,0.020891722,unstable
8.081286524,2.136492818,7.109956544,8.456680704,3.751771532,-0.745758393,-1.572364987,-1.433648152,0.698476738,0.271411521,0.449851274,0.406449169,0.035949713,unstable
4.320790719,3.784361045,8.520553475,6.453728061,4.061127332,-1.727618959,-1.568323416,-0.765184956,0.900303362,0.143327931,0.402280662,0.348499312,0.024133509,unstable
8.726213743,9.768020985,6.430491913,8.526941447,4.412929913,-1.953787926,-1.039168149,-1.419973838,0.754107304,0.508726993,0.858592048,0.260156702,0.069900693,unstable
0.876967221,2.202376194,5.630923531,8.362545335,4.553173776,-1.835309528,-1.903473327,-0.81439092,0.179924142,0.810576093,0.58252177,0.951581947,0.023429702,unstable
1.504612303,3.192775949,8.470990177,2.72080348,3.871380834,-1.66483895,-0.774288345,-1.432253539,0.426831139,0.726227688,0.472619446,0.054852874,-0.045002013,stable
4.563498216,5.569207514,5.682002274,3.087847688,4.589601452,-1.994842823,-1.278231005,-1.316527625,0.456715351,0.394635075,0.512553157,0.449985562,0.026042452,unstable
8.80020869,7.077779588,3.563282964,7.428623482,3.599596625,-1.147637595,-1.776701433,-0.675257596,0.067270318,0.170764576,0.256389637,0.722529026,0.00107848,unstable
7.035852874,1.434563655,4.997807108,2.407154929,3.332086562,-0.711103732,-1.593632616,-1.027350215,0.951873517,0.33985895,0.861393742,0.287698557,0.041007681,unstable
4.016988286,5.447159083,6.224977682,2.687678033,3.376328194,-1.129596674,-1.475818754,-0.770912765,0.147364346,0.632886458,0.289828628,0.304698782,-0.009008191,stable
7.210951815,1.304412795,8.745598753,5.166692312,4.628927959,-1.940233257,-1.518275637,-1.170419065,0.103023041,0.276986505,0.156108648,0.569365045,-0.047291657,stable
4.26709498,8.816653586,9.43433039,9.391341727,4.641511623,-1.898011875,-1.426878085,-1.316621663,0.153655203,0.687140672,0.223737577,0.969130594,0.057162168,unstable
1.706574538,9.594318161,8.485573932,7.957162157,4.247322935,-1.419484674,-1.271113637,-1.556724624,0.226014239,0.574690208,0.263096144,0.665049982,0.0320851,unstable
5.731288894,7.765608986,4.128280454,6.547727572,4.285681555,-1.310425169,-1.003919488,-1.971336898,0.310748256,0.693973137,0.97723279,0.475881664,0.064237717,unstable
3.008328947,1.922212455,0.916370549,9.362105663,4.28964315,-1.091119125,-1.644523263,-1.554000761,0.72889285,0.423248449,0.158542866,0.680726197,-0.025237067,stable
7.868205294,3.177032339,8.679132589,5.747742188,3.793861691,-1.616886484,-1.207116997,-0.96985821,0.699309373,0.677814768,0.660941767,0.427197101,0.055029665,unstable
6.855399115,5.950410885,1.854024137,9.287972959,3.176543843,-1.725034347,-0.910183273,-0.541326223,0.102738592,0.689898029,0.709883687,0.909215972,0.029568654,unstable
9.46911157,5.391403103,7.627119014,1.517213883,4.137450539,-1.129478561,-1.983112407,-1.024859571,0.508570178,0.342558417,0.643358039,0.134541995,0.025571068,unstable
2.799876011,1.964663897,9.053457694,2.026372773,3.210006265,-1.0284601,-0.665912117,-1.515634049,0.300380275,0.972077742,0.946786104,0.865278341,-0.00479931,stable
0.622507514,3.622203271,9.301422541,4.769088288,3.349809152,-1.865664781,-0.941027982,-0.543116389,0.632616261,0.507177235,0.116081543,0.914244946,-0.017183552,stable
6.041553419,6.242069551,3.711188762,9.593087486,2.484920091,-0.788203621,-0.830306407,-0.866410063,0.135169227,0.23866262,0.431594528,0.623563492,0.006948871,unstable
6.521481044,3.951236938,0.70654452,1.881115556,3.007314952,-1.383537869,-0.813620578,-0.810156504,0.640118567,0.206425178,0.538990137,0.45286193,-0.042768592,stable
6.425470655,8.278322354,4.436509585,8.579158888,4.50676738,-1.667888479,-1.072923031,-1.76595587,0.335718653,0.527475986,0.884383327,0.512482406,0.055036449,unstable
5.942143526,8.043732348,7.601468082,4.240233597,4.055736065,-1.138557433,-1.597991188,-1.319187443,0.741933876,0.888738456,0.925068873,0.765132855,0.098204937,unstable
7.189667821,4.301498707,6.630477094,6.814556168,3.877774077,-1.588855677,-1.215094592,-1.073823808,0.999357153,0.779377892,0.380065432,0.150495763,0.062461013,unstable
2.924889258,3.30756316,6.012992022,4.583896599,3.990253109,-1.701794018,-0.522304009,-1.766155082,0.128008979,0.843159063,0.414114008,0.767694098,0.039268837,unstable
8.047752435,6.75066399,7.797326448,3.21432558,5.005147572,-1.878601245,-1.236132474,-1.890413854,0.193340295,0.163088822,0.965692995,0.683731301,0.035131089,unstable
4.242340769,9.985281329,3.673793991,6.218103593,4.414057487,-1.947808634,-0.783681559,-1.682567294,0.293068101,0.730782655,0.738156566,0.516901933,0.036223292,unstable
1.495553929,3.05368833,0.709651873,5.136681804,3.858477157,-1.077642791,-1.294171479,-1.486662887,0.23095857,0.900406319,0.176078419,0.85297187,0.008031781,unstable
4.260779482,8.886702231,4.634007487,3.059327756,3.207759807,-1.593351371,-0.954337166,-0.66007127,0.155337667,0.124592719,0.438224618,0.719150755,-0.029536012,stable
5.752935677,7.173375455,2.034543592,1.374737367,4.382225594,-1.787570081,-1.307730357,-1.286925156,0.481584643,0.21647836,0.940293905,0.2889443,-0.026793075,stable
4.840048588,9.950449416,5.933253778,9.871017948,4.160328874,-1.065022667,-1.585148192,-1.510158015,0.169967601,0.429490445,0.592316685,0.280664067,0.020976216,unstable
8.306163868,1.09469102,1.648348125,8.939061871,4.87899896,-1.818704921,-1.537631029,-1.522663009,0.424418375,0.656486701,0.455468062,0.595000307,-0.023898943,stable
9.991046395,9.489084384,3.647733368,4.864762889,2.592963195,-0.509089725,-1.136910567,-0.946962903,0.369198276,0.651552263,0.088630843,0.207244587,0.017101383,unstable
6.568088225,2.74393703,8.632297576,7.851450372,4.813293275,-1.915682815,-1.898045026,-0.999565434,0.850476629,0.247324167,0.750772697,0.953139836,0.080393451,unstable
3.68862528,9.396612006,3.087552228,7.315026197,3.988348956,-1.04090905,-1.749598855,-1.197841051,0.935975201,0.437280046,0.156397242,0.461545316,0.019649543,unstable
9.393916548,4.800821305,5.286834567,5.629595053,2.308615522,-0.644817631,-0.629736149,-1.034061742,0.702521875,0.102214706,0.942900912,0.705504908,0.063675098,unstable
2.367798048,2.974831137,1.017955159,0.877126051,2.903817376,-0.937183056,-1.113702279,-0.852932041,0.878120141,0.608073735,0.387643173,0.294876024,-0.015787881,stable
6.466077579,8.473804708,3.007338757,8.602601861,5.180209824,-1.911333729,-1.929677671,-1.339198424,0.867744035,0.55552806,0.120929496,0.355796618,0.047089767,unstable
3.156689507,9.878724655,5.247346141,5.252458634,4.172600308,-1.025159737,-1.265516247,-1.881924324,0.050009304,0.497676896,0.927045675,0.901810232,0.056549887,unstable
0.771871927,7.624827707,9.546221995,2.236084669,3.404877524,-1.36358914,-1.186303022,-0.854985362,0.053917364,0.991418505,0.809691406,0.953636176,0.040407975,unstable
8.460838339,5.755063381,9.893090354,7.480927693,3.660736511,-1.068084367,-0.837955632,-1.754696511,0.12358286,0.788038818,0.549672455,0.08589135,0.026099953,unstable
7.777096037,3.925122272,1.80271488,3.947211052,3.969583896,-1.222411657,-1.125899304,-1.621272936,0.528602073,0.847017676,0.548309193,0.297200086,0.009683239,unstable
7.408136274,2.184517461,0.863299542,7.212824774,4.083702986,-1.953219456,-1.569497468,-0.560986062,0.533466879,0.135868699,0.423413089,0.911644459,0.017393631,unstable
5.464886461,2.504352932,7.686364807,8.377676243,4.995132171,-1.979111208,-1.415377952,-1.600643011,0.294239232,0.839369899,0.064713758,0.411292762,-0.017695496,stable
8.072109698,1.682616307,9.827404151,6.884571178,2.010528008,-0.506384685,-0.801343778,-0.702799546,0.962044756,0.08382517,0.860802892,0.666949637,0.073481022,unstable
3.32365386,6.088715036,4.941145412,7.765633329,3.794777524,-1.568555599,-0.519200215,-1.707021709,0.908980641,0.40588434,0.2991909,0.417302768,0.028862168,unstable
4.283817247,7.229590478,8.493577305,2.755960564,4.65051234,-1.34331112,-1.314245646,-1.992955575,0.902665638,0.791548363,0.402366629,0.304551101,0.051382503,unstable
3.896702889,8.34831729,4.856760518,9.852783488,4.81366802,-1.938863529,-1.682954354,-1.191850137,0.441028696,0.809625892,0.174739677,0.529082274,0.040076967,unstable
4.704342051,1.095166568,8.694612178,1.347183826,3.649098108,-0.931664044,-1.980744845,-0.736689219,0.446840583,0.598555593,0.35454774,0.831409604,-0.027551188,stable
8.900119393,9.129238229,1.764572794,7.876935383,3.736853277,-1.700287736,-0.893881288,-1.142684253,0.449082653,0.203535684,0.590475839,0.414178864,-0.000858762,stable
9.869488682,3.147720097,0.782349914,1.225870744,3.932666321,-1.357310884,-1.394642928,-1.180712509,0.144530431,0.904645865,0.662857373,0.449278909,-0.050369657,stable
1.720415821,0.961460604,7.976767691,1.363836896,3.299131536,-1.074233242,-1.099750912,-1.125147382,0.902870811,0.6322556,0.544420195,0.266887282,-0.080759892,stable
2.432960237,2.252154154,1.268312817,6.319549668,3.405237022,-0.933777716,-1.048124143,-1.423335163,0.418874702,0.712468255,0.788394056,0.645318207,-0.021968834,stable
9.870107083,2.306074393,5.959924419,8.749653266,2.84733796,-1.154867921,-0.516589741,-1.175880298,0.133465253,0.688858234,0.252737622,0.098464843,-0.022771252,stable
2.698469252,5.033539904,2.384471222,7.46439721,4.217237099,-1.632727408,-1.43679966,-1.147710032,0.121843269,0.370617763,0.591032242,0.683038058,0.000920367,unstable
4.331152304,5.783177768,9.648669194,2.542782435,4.814832399,-1.37705503,-1.443697937,-1.994079431,0.618340466,0.806279135,0.264268271,0.151812832,0.023000609,unstable
2.417918178,5.347491823,4.593667947,4.626102538,3.504900009,-0.94354779,-1.922247203,-0.639105015,0.935193386,0.171867509,0.49073538,0.773704143,0.040601481,unstable
5.108967387,2.531706552,6.480404085,4.990881216,4.819896397,-1.15775194,-1.685739515,-1.976404942,0.905420346,0.16399016,0.659878594,0.42368024,0.053574817,unstable
9.494641272,4.275833782,7.839363133,4.443195513,4.377550828,-1.963592324,-1.352869139,-1.061089364,0.775769437,0.948218125,0.866903513,0.647377762,0.081792817,unstable
5.607235004,7.043691912,5.463234237,4.764312222,3.132653451,-0.857151358,-0.526645677,-1.748856417,0.364235306,0.739907317,0.798826147,0.99004574,0.0911866,unstable
2.324900988,0.652164905,8.312354955,2.446113974,4.04413425,-1.933308284,-1.368102199,-0.742723767,0.32228403,0.118549555,0.663958629,0.48353243,-0.03499928,stable
9.60588113,4.170735154,0.83886694,9.885513874,2.63533,-1.171335247,-0.573088554,-0.890906198,0.696629992,0.864289324,0.165177473,0.78284346,0.043997192,unstable
3.284089325,6.518045027,6.158028507,3.71791145,3.266484945,-1.403510941,-1.293560776,-0.569413228,0.187231345,0.961253593,0.303818823,0.502900155,0.03855768,unstable
3.860897479,3.335569164,1.774968562,4.140077581,3.824769685,-1.138491405,-1.798082643,-0.888195637,0.104537366,0.152839581,0.557901495,0.974506275,-0.013933117,stable
8.663489966,1.478452107,6.027182644,2.286080714,2.951825295,-1.432569698,-0.537398496,-0.981857101,0.71245757,0.613278538,0.511276024,0.780196304,-0.003425727,stable
7.963647791,7.511337053,2.947463495,2.934173543,3.901568513,-0.714831383,-1.260789421,-1.925947709,0.820524999,0.382787241,0.419281868,0.512824381,0.027729841,unstable
7.975380264,3.067116318,5.006557314,3.88882343,2.156551509,-0.51640477,-1.019214563,-0.620932176,0.478358789,0.445657466,0.804004673,0.349053654,0.032397786,unstable
5.036679478,5.498152981,5.448683205,8.214807771,3.624804124,-1.151113921,-1.080296761,-1.393393441,0.44152867,0.226549322,0.462939002,0.790685582,0.044906369,unstable
6.40208491,8.895541575,7.545485764,1.142838765,3.032878198,-0.51383036,-0.937574917,-1.581472921,0.319867807,0.640747025,0.297261996,0.735798288,-0.001328678,stable
3.36498117,8.888423027,3.930735518,6.577264719,4.211620978,-0.978469415,-1.641630183,-1.591521381,0.107279176,0.908796452,0.057659754,0.153125113,0.010109257,unstable
5.970635155,9.710520751,9.621515699,4.896258814,3.515362621,-1.01631971,-1.248715988,-1.250326923,0.949169431,0.675814762,0.921612463,0.257362349,0.077205692,unstable
5.718673006,4.888939781,6.853222647,5.733388961,2.681375504,-1.072642385,-0.605654404,-1.003078715,0.097737131,0.572222666,0.213976396,0.056885627,-0.029953007,stable
2.233460117,6.230545432,5.334075453,8.997144952,3.050834421,-1.019854464,-0.918579552,-1.112400405,0.763250382,0.151184629,0.055952159,0.829354827,-0.003413728,stable
9.124310874,3.696028282,3.202037619,8.000124645,2.796385945,-1.430645338,-0.748604739,-0.617135868,0.701566807,0.588229127,0.193004083,0.824284788,0.048630379,unstable
4.535426161,2.073478243,7.704516041,2.135745161,3.988535922,-1.446911894,-1.170557616,-1.371066413,0.537426959,0.610384377,0.285317916,0.79248236,-0.016144201,stable
9.341681143,4.029358929,4.84420384,0.919505721,4.497803115,-1.848703353,-1.403478219,-1.245621543,0.817375355,0.799490617,0.349764709,0.575768483,0.005520642,unstable
9.941742659,7.631483821,9.869979795,5.356242314,3.177072658,-0.737424155,-1.419694863,-1.01995364,0.90900416,0.556021172,0.333033989,0.287928797,0.056998991,unstable
8.660638086,4.684042794,8.716583044,4.810348126,3.250961496,-0.84596142,-1.505676579,-0.899323497,0.261058642,0.957470893,0.613860226,0.400525598,0.049923295,unstable
0.723455572,1.564118059,3.115591351,9.751496265,3.441369207,-0.740062263,-1.004212734,-1.69709421,0.900834947,0.928600979,0.424232851,0.082235526,-0.061422776,stable
6.694929091,7.544332066,8.573422689,2.246416218,4.601620717,-1.628234639,-1.814793518,-1.158592561,0.680775817,0.63292777,0.393274493,0.285451895,0.04329763,unstable
5.414345057,8.529864585,4.266876189,1.041946451,4.827735488,-1.925287241,-1.640135357,-1.262312889,0.947539304,0.139002069,0.181583644,0.329428749,-0.009367611,stable
7.335633836,1.930411745,0.684690425,7.96811906,3.652072839,-0.893380212,-1.617981118,-1.140711509,0.853768224,0.659094812,0.214110053,0.395752674,0.005488162,unstable
2.251792278,5.905363287,8.728286348,5.453211243,2.954756568,-0.850662963,-1.350464484,-0.75362912,0.238129311,0.607721267,0.720340092,0.609040359,0.047316659,unstable
0.72818614,1.780957904,2.998782832,7.238207642,3.184407861,-0.69890764,-0.943495249,-1.542004972,0.194108931,0.528008448,0.501232804,0.741933964,-0.025667668,stable
2.309766068,8.045357768,7.629162412,3.707707654,2.38820294,-0.852357652,-0.598315344,-0.937529944,0.233037892,0.459781505,0.616724954,0.382726937,0.01707337,unstable
5.214891071,3.722125058,9.117890318,5.261147173,3.929885453,-0.914848188,-1.27315077,-1.741886495,0.852458851,0.725052799,0.893315826,0.659189585,0.080421224,unstable
1.566624341,2.568426131,1.641938081,2.165828814,3.45515884,-1.303017658,-0.940312001,-1.21182918,0.692000315,0.698927237,0.721144801,0.06175185,-0.02657488,stable
